Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Interacts with	DOI ID	Virus hosts	Annotation	Keywords	Keyword ID
D5DNA8	reviewed	GPMI_PRIM3	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)	gpmI pgm BMD_5035	Priestia megaterium (strain DSM 319 / IMG 1521) (Bacillus megaterium)	510		10.1128/jb.00449-11; 10.1016/0378-1119(92)90031-j		3.0	Glycolysis;Isomerase;Manganese;Metal-binding;Phosphoprotein;Sporulation	KW-0324; KW-0413; KW-0464; KW-0479; KW-0597; KW-0749
D5DVF4	reviewed	GPMI_PRIM1	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)	gpmI pgm BMQ_5047	Priestia megaterium (strain ATCC 12872 / QMB1551) (Bacillus megaterium)	510		10.1006/jsbi.1999.4112; 10.1128/jb.00449-11		3.0	Glycolysis;Isomerase;Manganese;Metal-binding;Phosphoprotein;Reference proteome;Sporulation	KW-0324; KW-0413; KW-0464; KW-0479; KW-0597; KW-1185; KW-0749
Q5WDK8	reviewed	GPMI_SHOC1	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)	gpmI pgm ABC3018	Shouchella clausii (strain KSM-K16) (Alkalihalobacillus clausii)	510				3.0	Glycolysis;Isomerase;Manganese;Metal-binding;Phosphoprotein;Reference proteome;Sporulation	KW-0324; KW-0413; KW-0464; KW-0479; KW-0597; KW-1185; KW-0749
Q9K716	reviewed	GPMI_HALH5	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)	gpmI pgm BH3557	Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) (Bacillus halodurans)	510		10.1093/nar/28.21.4317		3.0	Glycolysis;Isomerase;Manganese;Metal-binding;Phosphoprotein;Reference proteome;Sporulation	KW-0324; KW-0413; KW-0464; KW-0479; KW-0597; KW-1185; KW-0749
A0RKS4	reviewed	GPMI_BACAH	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)	gpmI BALH_4628	Bacillus thuringiensis (strain Al Hakam)	509		10.1128/jb.00241-07		3.0	Glycolysis;Isomerase;Manganese;Metal-binding;Phosphoprotein;Sporulation	KW-0324; KW-0413; KW-0464; KW-0479; KW-0597; KW-0749
A7GUR8	reviewed	GPMI_BACCN	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)	gpmI Bcer98_3679	Bacillus cytotoxicus (strain DSM 22905 / CIP 110041 / 391-98 / NVH 391-98)	509		10.1016/j.cbi.2007.03.003		3.0	Glycolysis;Isomerase;Manganese;Metal-binding;Phosphoprotein;Sporulation	KW-0324; KW-0413; KW-0464; KW-0479; KW-0597; KW-0749
Q631M1	reviewed	GPMI_BACCZ	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)	gpmI BCE33L4825	Bacillus cereus (strain ZK / E33L)	509		10.1128/jb.188.9.3382-3390.2006		3.0	Glycolysis;Isomerase;Manganese;Metal-binding;Phosphoprotein;Sporulation	KW-0324; KW-0413; KW-0464; KW-0479; KW-0597; KW-0749
Q6HBF2	reviewed	GPMI_BACHK	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)	gpmI BT9727_4815	Bacillus thuringiensis subsp. konkukian (strain 97-27)	509		10.1128/jb.188.9.3382-3390.2006		3.0	Glycolysis;Isomerase;Manganese;Metal-binding;Phosphoprotein;Sporulation	KW-0324; KW-0413; KW-0464; KW-0479; KW-0597; KW-0749
Q72XY4	reviewed	GPMI_BACC1	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)	gpmI gpmA BCE_5239	Bacillus cereus (strain ATCC 10987 / NRS 248)	509		10.1093/nar/gkh258		3.0	Glycolysis;Isomerase;Manganese;Metal-binding;Phosphoprotein;Sporulation	KW-0324; KW-0413; KW-0464; KW-0479; KW-0597; KW-0749
Q815K7	reviewed	GPMI_BACCR	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)	gpmI BC_5136	Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711)	509		10.1038/nature01582		3.0	Glycolysis;Isomerase;Manganese;Metal-binding;Phosphoprotein;Reference proteome;Sporulation	KW-0324; KW-0413; KW-0464; KW-0479; KW-0597; KW-1185; KW-0749
Q81X77	reviewed	GPMI_BACAN	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)	gpmI gpmA BA_5365 GBAA_5365 BAS4986	Bacillus anthracis	509		10.1038/nature01586; 10.1128/jb.01347-08; 10.1529/biophysj.106.093872		5.0	3D-structure;Glycolysis;Isomerase;Manganese;Metal-binding;Phosphoprotein;Reference proteome;Sporulation	KW-0002; KW-0324; KW-0413; KW-0464; KW-0479; KW-0597; KW-1185; KW-0749
O31671	reviewed	KIND_BACSU	Sporulation kinase D (EC 2.7.13.3) (Sensor histidine kinase D)	kinD ykvD BSU13660	Bacillus subtilis (strain 168)	506		10.1038/36786; 10.1046/j.1365-2958.1999.01481.x; 10.1046/j.1365-2958.2000.02148.x; 10.1046/j.1365-2958.2001.02709.x; 10.1111/j.1365-2958.2008.06234.x; 10.1099/mic.0.000137		4.0	3D-structure;ATP-binding;Cell membrane;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Sporulation;Transferase;Transmembrane;Transmembrane helix;Two-component regulatory system	KW-0002; KW-0067; KW-1003; KW-0418; KW-0472; KW-0547; KW-0597; KW-1185; KW-0749; KW-0808; KW-0812; KW-1133; KW-0902
P31845	reviewed	SP5AF_BACSU	Stage V sporulation protein AF	spoVAF BSU23390	Bacillus subtilis (strain 168)	493		10.1099/13500872-142-11-3103; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1111/j.1365-2958.1993.tb02670.x; 10.1271/bbb1961.55.1615; 10.1099/00221287-131-5-1091		2.0	Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133
P35149	reviewed	SP4A_BACSU	Stage IV sporulation protein A (EC 3.6.1.-) (Coat morphogenetic protein SpoIVA)	spoIVA spoVP BSU22800	Bacillus subtilis (strain 168)	492		10.1128/jb.174.2.575-585.1992; 10.1128/jb.174.2.586-594.1992; 10.1038/36786; 10.1128/jb.182.7.1883-1888.2000; 10.1101/gad.8.2.234; 10.1099/00221287-142-4-733; 10.1128/jb.181.3.781-790.1999; 10.1111/j.1574-6968.2000.tb09355.x; 10.1128/jb.183.5.1645-1654.2001; 10.1111/j.1365-2958.2006.05468.x; 10.1016/j.molcel.2008.05.030; 10.1111/j.1574-6968.2009.01737.x; 10.1111/j.1365-2958.2009.06886.x; 10.1073/pnas.1210554110		5.0	ATP-binding;Cytoplasm;Direct protein sequencing;Hydrolase;Nucleotide-binding;Reference proteome;Sporulation	KW-0067; KW-0963; KW-0903; KW-0378; KW-0547; KW-1185; KW-0749
Q81SW4	reviewed	SP4A_BACAN	Stage IV sporulation protein A (EC 3.6.1.-) (Coat morphogenetic protein SpoIVA)	spoIVA BA_1530 BAS1419 GBAA_1530	Bacillus anthracis	492		10.1038/nature01586; 10.1128/jb.01347-08; 10.1128/jb.00921-06		4.0	ATP-binding;Cytoplasm;Hydrolase;Nucleotide-binding;Reference proteome;Sporulation	KW-0067; KW-0963; KW-0378; KW-0547; KW-1185; KW-0749
Q182W3	reviewed	SP4A_CLOD6	Stage IV sporulation protein A (EC 3.6.1.-) (Coat morphogenetic protein SpoIVA)	spoIVA CD630_26290	Clostridioides difficile (strain 630) (Peptoclostridium difficile)	491		10.1038/ng1830; 10.1128/jb.02181-12		5.0	ATP-binding;Coiled coil;Cytoplasm;Hydrolase;Nucleotide-binding;Reference proteome;Sporulation	KW-0067; KW-0175; KW-0963; KW-0378; KW-0547; KW-1185; KW-0749
P24556	reviewed	LYTA_STAAU	Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)	lytA	Staphylococcus aureus	481		10.1016/0378-1119(91)90547-o		3.0	Cell wall biogenesis/degradation;Competence;Hydrolase;Secreted;Sporulation	KW-0961; KW-0178; KW-0378; KW-0964; KW-0749
O35002	reviewed	CTPB_BACSU	Carboxy-terminal processing protease CtpB (C-terminal processing protease) (EC 3.4.21.102)	ctpB yvjB BSU35240	Bacillus subtilis (strain 168)	480	O35002; P26936	10.1046/j.1365-2958.1998.00747.x; 10.1038/36786; 10.1128/jb.185.20.6051-6056.2003; 10.1016/j.molcel.2006.05.019; 10.1128/jb.00399-07; 10.1016/j.cell.2013.09.050		5.0	3D-structure;Autocatalytic cleavage;Hydrolase;Protease;Reference proteome;Serine protease;Signal;Sporulation	KW-0002; KW-0068; KW-0378; KW-0645; KW-1185; KW-0720; KW-0732; KW-0749
Q45757	reviewed	CR6AA_BACTU	Pesticidal crystal protein Cry6Aa (Crystaline entomocidal protoxin) (Crystal protein) (Insecticidal delta-endotoxin CryVIA(a))	cry6Aa cryVIa cryVIA(a)	Bacillus thuringiensis	475		10.1371/journal.ppat.1005389; 10.1186/s12915-016-0295-9; 10.1016/j.bbrc.2016.07.002		4.0	3D-structure;Disulfide bond;Host cell membrane;Host membrane;Membrane;Secreted;Sporulation;Toxin;Virulence	KW-0002; KW-1015; KW-1032; KW-1043; KW-0472; KW-0964; KW-0749; KW-0800; KW-0843
P45859	reviewed	MMGE_BACSU	Citrate/2-methylcitrate dehydratase (EC 4.2.1.-)	mmgE prpD yqiP BSU24130	Bacillus subtilis (strain 168)	472		10.1099/13500872-142-11-3103; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1128/jb.178.16.4778-4786.1996; 10.1021/acs.biochem.7b00778		3.0	3D-structure;Lyase;Reference proteome;Sporulation;Tricarboxylic acid cycle	KW-0002; KW-0456; KW-1185; KW-0749; KW-0816
P37875	reviewed	SP5R_BACSU	Stage V sporulation protein R	spoVR BSU09400	Bacillus subtilis (strain 168)	468		10.1128/jb.176.7.2003-2012.1994; 10.1099/00221287-144-4-859; 10.1038/36786		2.0	Reference proteome;Sporulation	KW-1185; KW-0749
O07545	reviewed	YHED_BACSU	Endospore coat-associated protein YheD	yheD BSU09770	Bacillus subtilis (strain 168)	453		10.1099/00221287-144-4-859; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1128/jb.186.14.4441-4448.2004		3.0	Membrane;Reference proteome;Sporulation	KW-0472; KW-1185; KW-0749
Q05523	reviewed	DACA_GEOSE	D-alanyl-D-alanine carboxypeptidase DacA (CPase) (DD-carboxypeptidase) (DD-peptidase) (EC 3.4.16.4) (Penicillin-binding protein 5) (PBP-5)	dacA	Geobacillus stearothermophilus (Bacillus stearothermophilus)	452		10.1016/0378-1119(93)90666-q; 10.1016/s0021-9258(19)69916-3; 10.1073/pnas.76.6.2730		4.0	Carboxypeptidase;Cell shape;Cell wall;Cell wall biogenesis/degradation;Direct protein sequencing;Hydrolase;Peptidoglycan synthesis;Protease;Secreted;Signal;Sporulation	KW-0121; KW-0133; KW-0134; KW-0961; KW-0903; KW-0378; KW-0573; KW-0645; KW-0964; KW-0732; KW-0749
P32959	reviewed	PBPE_BACSU	Penicillin-binding protein 4* (PBP 4*) (PBP 4A) (Penicillin-binding protein E)	pbpE BSU34440	Bacillus subtilis (strain 168)	451		10.1128/jb.175.10.2917-2925.1993; 10.1038/36786; 10.1128/jb.165.2.498-503.1986		3.0	Cell shape;Cell wall biogenesis/degradation;Direct protein sequencing;Hydrolase;Membrane;Peptidoglycan synthesis;Reference proteome;Sporulation	KW-0133; KW-0961; KW-0903; KW-0378; KW-0472; KW-0573; KW-1185; KW-0749
P38490	reviewed	YPEB_BACSU	Sporulation protein YpeB (PSPA12)	ypeB joeB yzuA BSU22920	Bacillus subtilis (strain 168)	450		10.1099/13500872-142-8-2005; 10.1038/36786; 10.1128/jb.178.20.6059-6063.1996; 10.1016/0378-1119(88)90207-7; 10.1099/00221287-146-1-57; 10.1099/00221287-148-8-2383		3.0	Germination;Reference proteome;Sporulation	KW-0309; KW-1185; KW-0749
P10565	reviewed	BINB1_LYSSH	Binary larvicide subunit BinB (63 kDa toxin crystal protein) (Binary paracrystalline larvicide subunit BinB) (Larvicidal toxin 51.4 kDa protein)	binB sph04	Lysinibacillus sphaericus (Bacillus sphaericus)	448		10.1093/nar/16.15.7731; 10.1128/jb.170.5.2045-2050.1988; 10.1128/jb.163.2.738-747.1985; 10.1128/aem.52.4.758-764.1986; 10.1007/BF02199438; 10.1128/jb.175.2.510-518.1993; 10.1016/s0965-1748(01)00046-7; 10.1038/nature19825		4.0	3D-structure;Disulfide bond;Sporulation;Toxin;Virulence	KW-0002; KW-1015; KW-0749; KW-0800; KW-0843
P12964	reviewed	BINB3_LYSSH	Binary larvicide subunit BinB (51.4 kDa insecticidal toxin)	binB sph04	Lysinibacillus sphaericus (Bacillus sphaericus)	448		10.1093/nar/17.18.7516; 10.1128/jb.175.2.510-518.1993		3.0	Disulfide bond;Sporulation;Toxin;Virulence	KW-1015; KW-0749; KW-0800; KW-0843
P18568	reviewed	BINB2_LYSSH	Binary larvicide subunit BinB (51.4 kDa insecticidal toxin) (BinB protein) (Larvicidal toxin protein P51)	binB sph04	Lysinibacillus sphaericus (Bacillus sphaericus)	448		10.1128/jb.170.5.2045-2050.1988; 10.1128/aem.44.6.1449-1455.1982; 10.1099/00221287-138-7-1515; 10.1128/jb.175.2.510-518.1993; 10.1002/prot.24636		4.0	3D-structure;Disulfide bond;Sporulation;Toxin;Virulence	KW-0002; KW-1015; KW-0749; KW-0800; KW-0843
O06997	reviewed	YVDP_BACSU	Uncharacterized FAD-linked oxidoreductase YvdP (EC 1.21.-.-) (Spore coat protein YvdP)	yvdP BSU34520	Bacillus subtilis (strain 168)	447		10.1038/36786; 10.1128/jb.185.4.1443-1454.2003		2.0	FAD;Flavoprotein;Oxidoreductase;Reference proteome;Sporulation	KW-0274; KW-0285; KW-0560; KW-1185; KW-0749
P59106	reviewed	YPEB_OCEIH	Sporulation protein YpeB	OB1805	Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831)	447		10.1093/nar/gkf526		1.0	Germination;Reference proteome;Sporulation	KW-0309; KW-1185; KW-0749
Q9RC82	reviewed	YPEB_HALH5	Sporulation protein YpeB	BH1632	Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) (Bacillus halodurans)	447		10.1007/s007920050120; 10.1093/nar/28.21.4317		1.0	Germination;Reference proteome;Sporulation	KW-0309; KW-1185; KW-0749
O31686	reviewed	YKVU_BACSU	Sporulation protein YkvU	ykvU BSU13830	Bacillus subtilis (strain 168)	445		10.1038/36786; 10.1016/s0022-2836(03)00205-5; 10.1128/jb.186.16.5450-5459.2004		1.0	Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-0472; KW-1185; KW-0749; KW-0812; KW-1133
C0SP90	reviewed	YTHA_BACSU	Putative cytochrome bd menaquinol oxidase subunit I (EC 1.10.3.-)	ythA BSU30710	Bacillus subtilis (strain 168)	443		10.1099/00221287-143-11-3431; 10.1038/36786; 10.1128/jb.180.24.6571-6580.1998; 10.1128/jb.182.23.6557-6564.2000; 10.1128/jb.01381-06		4.0	Cell membrane;Electron transport;Heme;Iron;Membrane;Metal-binding;Oxidoreductase;Reference proteome;Sporulation;Transmembrane;Transmembrane helix;Transport	KW-1003; KW-0249; KW-0349; KW-0408; KW-0472; KW-0479; KW-0560; KW-1185; KW-0749; KW-0812; KW-1133; KW-0813
P28264	reviewed	FTSA_BACSU	Cell division protein FtsA	ftsA BSU15280	Bacillus subtilis (strain 168)	440	O34894; P17865	10.1128/jb.170.10.4855-4864.1988; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1016/0022-2836(92)90463-t; 10.1128/jb.174.14.4647-4656.1992; 10.1046/j.1365-2958.2001.02356.x; 10.1128/jb.187.18.6536-6544.2005		4.0	Cell cycle;Cell division;Cell membrane;Membrane;Reference proteome;Sporulation	KW-0131; KW-0132; KW-1003; KW-0472; KW-1185; KW-0749
P37869	reviewed	ENO_BACSU	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno BSU33900	Bacillus subtilis (strain 168)	430	O31774	10.1128/jb.176.13.3903-3910.1994; 10.1038/36786; 10.1128/jb.174.8.2474-2477.1992; 10.1023/a:1020790604887; 10.1016/j.jmb.2003.12.082; 10.1074/mcp.m600464-mcp200; 10.1074/mcp.m800546-mcp200; 10.1128/jb.05500-11; 10.1128/jb.05897-11; 10.1016/j.bbrc.2014.03.032; 10.1016/j.jmb.2011.12.024		5.0	3D-structure;Cytoplasm;Direct protein sequencing;Glycolysis;Lyase;Magnesium;Metal-binding;Phosphoprotein;Reference proteome;Secreted;Sporulation	KW-0002; KW-0963; KW-0903; KW-0324; KW-0456; KW-0460; KW-0479; KW-0597; KW-1185; KW-0964; KW-0749
P20964	reviewed	OBG_BACSU	GTPase Obg (EC 3.6.5.-) (GTP-binding protein Obg) (OrfA) (Spo0B-associated GTP-binding protein)	obg BSU27920	Bacillus subtilis (strain 168)	428		10.1128/jb.171.3.1362-1371.1989; 10.1038/36786; 10.1128/jb.161.2.556-562.1985; 10.1128/jb.176.23.7155-7160.1994; 10.1128/jb.176.23.7161-7168.1994; 10.1128/jb.177.11.3308-3311.1995; 10.1128/jb.181.15.4653-4660.1999; 10.1128/jb.182.10.2771-2777.2000; 10.1099/00221287-148-11-3539; 10.1016/j.bbrc.2004.07.154; 10.1128/jb.00799-08; 10.1371/journal.pone.0012597; 10.1016/s0969-2126(02)00882-1; 10.1016/j.devcel.2005.02.002		5.0	3D-structure;Cytoplasm;GTP-binding;Hydrolase;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome;Sporulation	KW-0002; KW-0963; KW-0342; KW-0378; KW-0460; KW-0479; KW-0547; KW-1185; KW-0749
P39764	reviewed	KINC_BACSU	Sporulation kinase C (EC 2.7.13.3)	kinC mskA ssb BSU14490	Bacillus subtilis (strain 168)	428		10.1128/jb.177.1.176-182.1995; 10.1128/jb.177.1.166-175.1995; 10.1099/13500872-142-11-3033; 10.1038/36786; 10.1101/gad.1945010; 10.1111/j.1365-2958.2012.08205.x; 10.1099/mic.0.000137; 10.1371/journal.pgen.1006116		4.0	ATP-binding;Cell membrane;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Sporulation;Transferase;Transmembrane;Transmembrane helix;Two-component regulatory system	KW-0067; KW-1003; KW-0418; KW-0472; KW-0547; KW-0597; KW-1185; KW-0749; KW-0808; KW-0812; KW-1133; KW-0902
Q08430	reviewed	KINB_BACSU	Sporulation kinase B (EC 2.7.13.3)	kinB BSU31450	Bacillus subtilis (strain 168)	428		10.1111/j.1365-2958.1993.tb01204.x; 10.1099/00221287-143-8-2769; 10.1038/36786; 10.1099/mic.0.027839-0		3.0	ATP-binding;Cell membrane;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Sporulation;Transferase;Transmembrane;Transmembrane helix;Two-component regulatory system	KW-0067; KW-1003; KW-0418; KW-0472; KW-0547; KW-0597; KW-1185; KW-0749; KW-0808; KW-0812; KW-1133; KW-0902
P17896	reviewed	SP4B_BACSU	SpoIVB peptidase (EC 3.4.21.116) (Sporulation factor IV B protease) (Stage IV sporulation protein B) [Cleaved into: SpoIVB peptidase 45 kDa isoform; SpoIVB peptidase 43 kDa isoform; SpoIVB peptidase 42 kDa isoform]	spoIVB BSU24230	Bacillus subtilis (strain 168)	426		10.1128/jb.172.3.1306-1311.1990; 10.1099/13500872-142-11-3103; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1046/j.1365-2958.2000.01946.x; 10.1128/jb.184.1.191-199.2002; 10.1046/j.1365-2958.2003.03651.x; 10.1074/jbc.m407048200		5.0	Direct protein sequencing;Hydrolase;Protease;Reference proteome;Serine protease;Signal;Sporulation;Zymogen	KW-0903; KW-0378; KW-0645; KW-1185; KW-0720; KW-0732; KW-0749; KW-0865
P71073	reviewed	ADER_BACSU	DNA-binding transcriptional activator AdeR (PucR-type transcriptional activator AdeR)	adeR yukF BSU31920	Bacillus subtilis (strain 168)	422		10.1099/00221287-143-5-1489; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1128/jb.00778-12		3.0	Activator;DNA-binding;Reference proteome;Sporulation;Transcription;Transcription regulation	KW-0010; KW-0238; KW-1185; KW-0749; KW-0804; KW-0805
O05495	reviewed	YDHD_BACSU	Putative sporulation-specific glycosylase YdhD (EC 3.2.-.-)	ydhD BSU05710	Bacillus subtilis (strain 168)	420		10.1099/00221287-143-6-1861; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1093/oxfordjournals.jbchem.a022798; 10.1099/00221287-148-8-2383		3.0	3D-structure;Carbohydrate metabolism;Glycosidase;Hydrolase;Polysaccharide degradation;Reference proteome;Repeat;Sporulation	KW-0002; KW-0119; KW-0326; KW-0378; KW-0624; KW-1185; KW-0677; KW-0749
P28842	reviewed	SUBT_BACS9	Subtilisin (EC 3.4.21.62)	sub1	Bacillus sp. (strain TA39)	420		10.1016/0167-4781(92)90108-c		3.0	Calcium;Hydrolase;Metal-binding;Protease;Secreted;Serine protease;Signal;Sporulation;Zymogen	KW-0106; KW-0378; KW-0479; KW-0645; KW-0964; KW-0720; KW-0732; KW-0749; KW-0865
O34765	reviewed	YLBJ_BACSU	Sporulation integral membrane protein YlbJ	ylbJ BSU15030	Bacillus subtilis (strain 168)	408		10.1038/36786; 10.1016/s0022-2836(03)00205-5		2.0	Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133
P55340	reviewed	ECSB_BACSU	Protein EcsB	ecsB prsT yhaC BSU10050	Bacillus subtilis (strain 168)	408		10.1099/13500872-142-1-71; 10.1099/00221287-144-4-859; 10.1038/36786; 10.1128/jb.186.12.3970-3979.2004		3.0	Cell membrane;Competence;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix;Transport	KW-1003; KW-0178; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133; KW-0813
P37968	reviewed	SP2P_BACSU	Stage II sporulation protein P	spoIIP BSU25530	Bacillus subtilis (strain 168)	401		10.1099/13500872-142-11-3103; 10.1038/36786		1.0	Reference proteome;Sporulation	KW-1185; KW-0749
O31681	reviewed	YKVP_BACSU	Spore protein YkvP	ykvP BSU13780	Bacillus subtilis (strain 168)	399		10.1038/36786; 10.1093/oxfordjournals.jbchem.a022798		2.0	Reference proteome;Sporulation	KW-1185; KW-0749
P49782	reviewed	SP3AE_BACSU	Stage III sporulation protein AE	spoIIIAE BSU24390	Bacillus subtilis (strain 168)	399		10.1099/13500872-142-11-3103; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1128/jb.00715-08		4.0	Cell membrane;Membrane;Reference proteome;Signal;Sporulation;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0732; KW-0749; KW-0812; KW-1133
P54469	reviewed	YQFD_BACSU	Uncharacterized protein YqfD	yqfD BSU25350	Bacillus subtilis (strain 168)	398		10.1099/13500872-142-11-3103; 10.1038/36786; 10.1099/mic.0.027839-0		1.0	Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133
Q03415	reviewed	ENP1_LYSSH	Gamma-D-glutamyl-L-diamino acid endopeptidase 1 (EC 3.4.19.11) (Endopeptidase I) (Gamma-D-glutamyl-L-diamino acid endopeptidase I) (Gamma-D-glutamyl-meso-diaminopimelate peptidase I)		Lysinibacillus sphaericus (Bacillus sphaericus)	396		10.1042/bj2920563; 10.1111/j.1432-1033.1985.tb08873.x		3.0	Cell wall biogenesis/degradation;Direct protein sequencing;Hydrolase;Metal-binding;Metalloprotease;Protease;Repeat;Sporulation;Zinc	KW-0961; KW-0903; KW-0378; KW-0479; KW-0482; KW-0645; KW-0677; KW-0749; KW-0862
P41028	reviewed	SP4_PRIM3	Putative stage IV sporulation protein	spoIV BMD_4540	Priestia megaterium (strain DSM 319 / IMG 1521) (Bacillus megaterium)	395		10.1128/jb.00449-11; 10.1007/bf00221230		2.0	Membrane;Sporulation;Transmembrane;Transmembrane helix	KW-0472; KW-0749; KW-0812; KW-1133
Q45758	reviewed	CR6BA_BACTU	Pesticidal crystal protein Cry6Ba (Crystaline entomocidal protoxin) (Crystal protein) (Insecticidal delta-endotoxin CryVIB(a))	cry6Ba cryVIb cryVIB(a)	Bacillus thuringiensis	395				2.0	Direct protein sequencing;Sporulation;Toxin;Virulence	KW-0903; KW-0749; KW-0800; KW-0843
P45855	reviewed	THL_BACSU	Acetyl-CoA acetyltransferase (EC 2.3.1.9) (Acetoacetyl-CoA thiolase)	mmgA yqiL BSU24170	Bacillus subtilis (strain 168)	393		10.1128/jb.178.16.4778-4786.1996; 10.1099/13500872-142-11-3103; 10.1038/36786		3.0	3D-structure;Acyltransferase;Cytoplasm;Reference proteome;Sporulation;Transferase	KW-0002; KW-0012; KW-0963; KW-1185; KW-0749; KW-0808
O31773	reviewed	PBPX_BACSU	Putative penicillin-binding protein PbpX	pbpX BSU16950	Bacillus subtilis (strain 168)	391		10.1038/36786; 10.1128/jb.186.4.1136-1146.2004; 10.1099/mic.0.27692-0		3.0	Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133
O32062	reviewed	SAFA_BACSU	SpoIVD-associated factor A (Morphogenetic protein SafA)	safA yrbA BSU27840	Bacillus subtilis (strain 168)	387		10.1111/j.1574-6968.1998.tb13913.x; 10.1038/36786; 10.1128/jb.181.16.4986-4994.1999; 10.1128/jb.182.7.1828-1833.2000		3.0	Direct protein sequencing;Reference proteome;Sporulation	KW-0903; KW-1185; KW-0749
P39067	reviewed	ACUC_BACSU	Acetoin utilization protein AcuC	acuC BSU29710	Bacillus subtilis (strain 168)	387		10.1111/j.1365-2958.1993.tb01952.x; 10.1099/00221287-143-11-3431; 10.1038/36786		2.0	Acetoin catabolism;Reference proteome;Sporulation	KW-0006; KW-1185; KW-0749
Q939S9	reviewed	C35AB_BACTU	Insecticidal crystal protein Cry35Ab1 (44 kDa insecticidal crystal protein)		Bacillus thuringiensis	383		10.1038/90282; 10.1128/aem.68.3.1137-1145.2002; 10.1603/0022-0493-95.3.635; 10.1021/bi048946z; 10.1371/journal.pone.0053079; 10.1371/journal.pone.0112555		3.0	3D-structure;Sporulation;Toxin;Virulence	KW-0002; KW-0749; KW-0800; KW-0843
