	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_145	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	145	58164	58388	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_146	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	146	58401	59027	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_147	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	147	59008	59313	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_148	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	148	59414	59692	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_149	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	149	59689	60309	-1	D			MER0327885	M86	MER0327885 - family M86 unassigned peptidases () [M86.UPW]#M86#{peptidase unit: 1-205}~source BAK53021~	False	0.951	411.0	2.89e-130	Poly-gamma-glutamate hydrolase [PF05908.16]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_150	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	150	60299	60601	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_151	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	151	60621	61169	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_152	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	152	61247	62332	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_153	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	153	62425	62898	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_154	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	154	62888	63259	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_155	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	155	63399	65930	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_156	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	156	65923	66267	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_157	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	157	66385	66795	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_158	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	158	66792	66890	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_159	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	159	67215	67760	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_160	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	160	67753	68082	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_161	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	161	68100	69371	-1	D										ATP dependent DNA ligase domain [PF01068.26]; DNA ligase OB-like domain [PF14743.12]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_162	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	162	69382	69846	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_163	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	163	69861	70826	-1	D										5'-3' exonuclease, N-terminal resolvase-like domain [PF02739.22]; 5'-3' exonuclease, C-terminal SAM fold [PF01367.25]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_164	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	164	70937	71980	-1	C	K03553	recombination protein RecA								recA bacterial DNA recombination protein [PF00154.27]; Rad51 [PF08423.17]; KaiC [PF06745.19]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_165	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	165	72033	73058	-1	D										gp32 DNA binding protein like [PF08804.16]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_166	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	166	73203	73721	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_167	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	167	73863	74033	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_168	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	168	74280	76964	-1	C	K21929	uracil-DNA glycosylase [EC:3.2.2.27]								DNA polymerase family A [PF00476.25]; 3'-5' exonuclease [PF01612.26]; Uracil DNA glycosylase superfamily [PF03167.24]; DNA polymerase I, ribonuclease H-like domain [PF22619.2]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_169	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	169	77069	77389	-1	D										Bacterial DNA-binding protein [PF00216.26]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_170	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	170	77489	77938	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_171	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	171	77951	79099	-1	C	K27551	Mesyanzhinovviridae/Herelleviridae deoxyuridylate hydroxymethyltransferase [EC:2.1.2.-]								Thymidylate synthase [PF00303.24]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_172	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	172	79234	79584	1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_173	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	173	79612	81522	-1	D										5-hmdU DNA kinase [PF18748.7]; 5-hmdU DNA kinase, helical domain [PF18723.6]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_174	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	174	81563	84277	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_175	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	175	84293	84811	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_176	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	176	84805	85443	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_177	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	177	85477	85719	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_178	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	178	85721	85951	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_179	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	179	85902	86288	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_180	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	180	86285	86494	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_181	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	181	86575	87231	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_182	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	182	87546	88649	-1	C	K00526	ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]								Ribonucleotide reductase, small chain [PF00268.27]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_183	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	183	88646	90748	-1	C	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]								Ribonucleotide reductase, barrel domain [PF02867.20]; Ribonucleotide reductase N-terminal [PF08343.15]; Ribonucleotide reductase, all-alpha domain [PF00317.26]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_184	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	184	90745	91113	-1	C	K03647	protein involved in ribonucleotide reduction								NrdI Flavodoxin like [PF07972.16]; Flavodoxin [PF00258.30]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_185	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	185	91261	91803	-1	D										Phage putative PDDEXK endonuclease [PF24608.1]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_186	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	186	91766	92128	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_187	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	187	92103	92714	-1	C	K01520	dUTP diphosphatase [EC:3.6.1.23]								dUTPase [PF00692.24]; dCTP deaminase-like [PF22769.1]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_188	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	188	92728	93732	-1	C	K26877	Herelleviridae DNA primase/helicase								CHC2 zinc finger [PF01807.25]; DNA primase catalytic core, N-terminal domain [PF08275.17]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_189	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	189	93739	93987	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_190	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	190	94004	96007	-1	C	K27443	Herelleviridae exonuclease								AAA domain [PF13476.12]; RecF/RecN/SMC N terminal domain [PF02463.25]; SbcC/RAD50-like, Walker B motif [PF13558.12]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_191	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	191	96007	97065	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_192	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	192	97069	98526	-1	C	K26878	Bacillus phage helicase DnaB-like								DnaB-like helicase C terminal domain [PF03796.21]; KaiC [PF06745.19]; AAA domain [PF13481.12]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_193	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	193	98582	99802	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_194	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	194	99935	101647	-1	C	K26875	Herelleviridae DNA helicase								Helicase conserved C-terminal domain [PF00271.37]; DNA helicase UvsW, N-terminal [PF21241.2]; Type III restriction enzyme, res subunit [PF04851.21]; ERCC3/RAD25/XPB C-terminal helicase [PF16203.11]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_195	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	195	101961	102179	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_196	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	196	102181	106683	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_197	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	197	106692	106883	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_198	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	198	106964	110320	-1	D										Domain of unknown function (DUF4815) [PF16075.10]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_199	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	199	110332	110859	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_200	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	200	110963	111301	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_201	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	201	111317	112069	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_202	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	202	112079	113134	-1	D										Baseplate J-like protein [PF04865.19]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_203	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	203	113125	113817	-1	D										Protein of unknown function (DUF2634) [PF10934.13]; Baseplate wedge protein gp25 [PF04965.19]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_204	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	204	113810	114985	-1	D										Putative phage tail tube initiator protein [PF23980.1]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_205	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	205	114998	116128	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_206	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	206	116141	117919	-1	D			MER0453421	C40	MER0453421 - family C40 non-peptidase homologues () [C40.UNW]#C40#{peptidase unit: 461-592}~source BAK52965~	False	0.981	275.0	5.369e-77	NlpC/P60 family [PF00877.25]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_207	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	207	117919	120819	-1	D										Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [PF01832.25]	GH73	GH73 lysozyme (EC 3.2.1.17); mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase (EC 3.2.1.96); peptidoglycan hydrolase with endo-beta-N-acetylglucosaminidase specificity (EC 3.2.1.-)	3.2.1.17,3.2.1.96,3.2.1.-	GH73.hmm	0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_208	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	208	120819	121196	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_209	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	209	121234	121623	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_210	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	210	121687	122112	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_211	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	211	122133	123842	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_212	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	212	123857	124063	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_213	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	213	124066	124899	-1	D										Phage termination protein [PF23932.1]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_214	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	214	124904	125635	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_215	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	215	125622	126338	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_216	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	216	126340	127113	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_217	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	217	127127	127420	-1	D										Domain of unknown function (DUF7349) [PF24040.1]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_218	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	218	127523	128935	-1	D										SU10 major capsid protein [PF17236.8]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_219	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	219	128952	129614	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_220	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	220	129633	130376	-1	C	K27771	Herelleviridae head maturation protease								Caudovirus prohead serine protease [PF04586.22]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_221	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	221	130471	132225	-1	D										Phage portal protein [PF04860.17]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_222	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	222	132238	133098	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_223	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	223	133182	133394	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_224	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	224	133405	134055	-1	D										PhoH-like protein [PF02562.22]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_225	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	225	134196	134402	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_226	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	226	134404	135177	-1	D										3D domain [PF06725.17]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_227	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	227	135156	135980	-1	C	K10563	formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]								Formamidopyrimidine-DNA glycosylase N-terminal domain [PF01149.29]; Formamidopyrimidine-DNA glycosylase H2TH domain [PF06831.19]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_228	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	228	136003	136713	-1	C	K17733	peptidoglycan LD-endopeptidase CwlK [EC:3.4.-.-]	MER0312330	M15C	MER0312330 - Ply118 L-Ala-D-Glu peptidase () [M15.020]#M15C#{peptidase unit: 1-146}~source BAK52943~	False	0.956	296.0	1.484e-89	D-alanyl-D-alanine carboxypeptidase [PF13539.11]; Putative peptidoglycan binding domain [PF01471.23]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_229	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	229	136850	137167	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_230	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	230	137217	137510	-1	D										Bacteriophage holin [PF04531.18]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_231	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	231	137566	137838	-1	D										Stage III sporulation protein D [PF12116.14]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_232	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	232	138142	138321	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_233	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	233	138371	140587	-1	D										SNF2-related domain [PF00176.29]; Type III restriction enzyme, res subunit [PF04851.21]; Helicase conserved C-terminal domain [PF00271.37]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_234	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	234	140890	141072	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_235	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	235	141166	142017	-1	D										Domain of unknown function (DUF7168) [PF23771.1]; Protein of unknown function (DUF2786) [PF10979.13]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_236	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	236	142108	142329	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_237	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	237	142402	142785	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_238	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	238	142883	143338	-1	E															0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_239	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	239	143338	144027	-1	D										Sigma-70 region 2 [PF04542.20]					0
lab_phage_genomes_LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_240	lab_phage_genomes	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite	240	144090	144614	-1	E															0
lab_phage_genomes_NC_001884.1_Bacillus_phage_SPBc2_complete_genome_1	lab_phage_genomes	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	1	41	1678	-1	C	K06400	site-specific DNA recombinase								Recombinase [PF07508.19]; Resolvase, N terminal domain [PF00239.26]					0
